0,4730951.77600,-316441.37911,-10586397.34584  
1,4974494.48989,-433289.17189,-10773404.04959  
2,7145261.13007,-690842.98835,-11484472.87197  
3,4919145.93966,-401896.24633,-10722614.36180  
4,4464598.79781,-267024.08842,-10336574.11341  
5,4908710.80109,-390926.53793,-10748197.23334  
6,4729026.97860,-335294.99471,-10578077.27582  
7,5036982.52861,-436732.07556,-10812583.28690  
8,5696475.41099,-782322.01864,-11976224.17031  
9,4917818.75212,-382189.64398,-10760382.82984  
10,5003318.13621,-414600.10818,-10798806.25269  
11,5476703.15140,-447475.82229,-11203236.68679  
12,5004693.07048,-409225.01140,-10804398.61936  
13,5011006.82253,-410279.00239,-10802036.62003  
14,4686336.93837,-307898.96295,-10555164.75320  
15,4985533.26637,-404279.83950,-10823859.73831  
16,5015891.83203,-405789.70837,-10809957.38343  
17,5033627.58240,-417278.00567,-10826336.86950  
18,3651021.36860,-400262.08736,-10396284.66316  
19,5078898.11224,-406219.83615,-10946419.81976  
20,5001150.89369,-405053.16997,-10798145.29616  
21,4917612.85495,-384827.23050,-10726360.09221  
22,5134324.23156,-434611.11486,-10891414.49250  
23,3629833.49596,-341905.85401,-9160502.07479  
24,5016328.05775,-427513.49339,-10809661.89695  
25,5035349.34589,-408139.45684,-10814933.97183  
26,5025809.10028,-413608.68713,-10814897.34638  
27,5449836.77716,-485249.09081,-11311150.08142  
28,5057798.94189,-419452.94950,-10848765.49321  
29,4970449.02354,-411315.15256,-10758893.14051  
30,7157527.92591,-957905.07344,-11547051.05507  
31,5610412.58117,-437861.16229,-11400702.29470  
32,4843994.32262,-365347.51366,-10681134.32311  
33,4789569.52501,-358554.54011,-10622153.05693  
34,6437543.70883,-593813.46756,-11614760.81972  
35,5888703.37447,-659518.33808,-11912238.48183  
36,4663753.16801,-312567.35861,-10527595.01547  
37,4368108.76368,-134514.59958,-10374091.08182  
38,4889311.43529,-377214.24588,-10687934.48170  
39,4793482.43197,-352304.49675,-10627720.96534  
40,3229856.83323,-242772.93973,-10514065.35900  
41,4679731.14175,-326262.23887,-10537770.21215  
42,4968549.73478,-383007.20706,-10757285.40756  
43,6496876.72997,-734191.92897,-11603559.83346  
44,5047323.75481,-419504.73152,-10833244.00719  
45,4805920.41244,-355565.42181,-10642995.41373  
46,4899233.09356,-377139.80054,-10704973.83817  
47,4728694.36098,-344046.13986,-10575362.96138  
48,5807692.37347,-475827.82114,-11636228.53146  
49,5069918.30735,-409315.39723,-10874650.99581  
50,4428661.83012,-203348.90317,-10382861.11028  
51,4917473.33649,-374684.84650,-10711483.97129  
52,4766029.40477,-356968.11530,-10599332.27635  
53,3719988.17883,-373430.92929,-10463585.78092  
54,4693308.26415,-331482.49195,-10544016.47673  
55,4930585.60324,-368488.07927,-10730681.49216  
56,4660046.80650,-361058.03244,-10491472.04613  
57,5058004.73765,-419611.63115,-10852826.73962  
58,4776955.26335,-349009.12612,-10612525.02655  
59,4807505.09131,-354863.38406,-10634764.26487  
60,5041646.79989,-392896.59456,-10813032.98517  
61,5110351.88642,-389263.75291,-10882427.91385  
62,5399935.21303,-421254.76685,-11226339.87854  
63,4456679.48541,-240358.07388,-10376892.30769  
64,4878398.66037,-363889.07817,-10684783.28232  
65,4934846.36921,-365703.10227,-10740955.76029  
66,3846321.33475,-394422.95565,-10425621.32952  
67,4773342.20838,-349576.55866,-10606536.46871  
68,4904234.91414,-361307.42486,-10710882.68272  
69,5010807.60349,-374102.18467,-10813472.57412  
70,5071458.37196,-408146.55900,-10864441.68893  
71,4787343.20395,-351154.94486,-10619019.35326  
72,4706185.47128,-338493.80949,-10549591.60390  
73,5034844.88645,-384354.58373,-10817402.96220  
